N,Densidade,Estrutura,Operacao,Tempo,Memoria
10000,0.0001,Tradicional,Mult Escalar,6.8177289962768555,0
10000,0.0001,Tradicional,Mult Matriz,0.0,0
10000,0.0001,Est. 1 - Hash,Uso de Memória,0.0,13312
10000,0.0001,Est. 1 - Hash,Acessar Elemento,1.5497207641601562e-05,0
10000,0.0001,Est. 1 - Hash,Inserir Elemento,1.5974044799804688e-05,0
10000,0.0001,Est. 1 - Hash,Transposta,2.5272369384765625e-05,0
10000,0.0001,Est. 1 - Hash,Soma,0.0006606578826904297,0
10000,0.0001,Est. 1 - Hash,Mult Escalar,0.00022649765014648438,0
10000,0.0001,Est. 1 - Hash,Mult Matriz,0.00012421607971191406,0
10000,0.0001,Est. 2 - Heap,Uso de Memória,0.0,6400
10000,0.0001,Est. 2 - Heap,Acessar Elemento,1.4781951904296875e-05,0
10000,0.0001,Est. 2 - Heap,Inserir Elemento,3.528594970703125e-05,0
10000,0.0001,Est. 2 - Heap,Transposta,2.384185791015625e-07,0
10000,0.0001,Est. 2 - Heap,Soma,0.0012595653533935547,0
10000,0.0001,Est. 2 - Heap,Mult Escalar,1.049041748046875e-05,0
10000,0.0001,Est. 2 - Heap,Mult Matriz,6.103515625e-05,0
100000,1e-07,Est. 1 - Hash,Uso de Memória,0.0,1396
100000,1e-07,Est. 1 - Hash,Acessar Elemento,1.1205673217773438e-05,0
100000,1e-07,Est. 1 - Hash,Inserir Elemento,1.2874603271484375e-05,0
100000,1e-07,Est. 1 - Hash,Transposta,6.198883056640625e-06,0
100000,1e-07,Est. 1 - Hash,Soma,4.649162292480469e-05,0
100000,1e-07,Est. 1 - Hash,Mult Escalar,5.555152893066406e-05,0
100000,1e-07,Est. 1 - Hash,Mult Matriz,3.266334533691406e-05,0
100000,1e-07,Est. 2 - Heap,Uso de Memória,0.0,576
100000,1e-07,Est. 2 - Heap,Acessar Elemento,3.361701965332031e-05,0
100000,1e-07,Est. 2 - Heap,Inserir Elemento,5.435943603515625e-05,0
100000,1e-07,Est. 2 - Heap,Transposta,4.76837158203125e-07,0
100000,1e-07,Est. 2 - Heap,Soma,7.82012939453125e-05,0
100000,1e-07,Est. 2 - Heap,Mult Escalar,2.384185791015625e-06,0
100000,1e-07,Est. 2 - Heap,Mult Matriz,1.0013580322265625e-05,0
100000,1e-06,Est. 1 - Hash,Uso de Memória,0.0,13312
100000,1e-06,Est. 1 - Hash,Acessar Elemento,4.0531158447265625e-06,0
100000,1e-06,Est. 1 - Hash,Inserir Elemento,6.9141387939453125e-06,0
100000,1e-06,Est. 1 - Hash,Transposta,1.5020370483398438e-05,0
100000,1e-06,Est. 1 - Hash,Soma,0.00021767616271972656,0
100000,1e-06,Est. 1 - Hash,Mult Escalar,0.00010585784912109375,0
100000,1e-06,Est. 1 - Hash,Mult Matriz,6.771087646484375e-05,0
100000,1e-06,Est. 2 - Heap,Uso de Memória,0.0,6400
100000,1e-06,Est. 2 - Heap,Acessar Elemento,1.239776611328125e-05,0
100000,1e-06,Est. 2 - Heap,Inserir Elemento,3.337860107421875e-05,0
100000,1e-06,Est. 2 - Heap,Transposta,2.384185791015625e-07,0
100000,1e-06,Est. 2 - Heap,Soma,0.0007145404815673828,0
100000,1e-06,Est. 2 - Heap,Mult Escalar,1.0251998901367188e-05,0
100000,1e-06,Est. 2 - Heap,Mult Matriz,5.841255187988281e-05,0
100000,1e-05,Est. 1 - Hash,Uso de Memória,0.0,132368
100000,1e-05,Est. 1 - Hash,Acessar Elemento,7.152557373046875e-06,0
100000,1e-05,Est. 1 - Hash,Inserir Elemento,8.344650268554688e-06,0
100000,1e-05,Est. 1 - Hash,Transposta,0.0010573863983154297,0
100000,1e-05,Est. 1 - Hash,Soma,0.004506826400756836,0
100000,1e-05,Est. 1 - Hash,Mult Escalar,0.0013074874877929688,0
100000,1e-05,Est. 1 - Hash,Mult Matriz,0.0009717941284179688,0
100000,1e-05,Est. 2 - Heap,Uso de Memória,0.0,64000
100000,1e-05,Est. 2 - Heap,Acessar Elemento,2.3365020751953125e-05,0
100000,1e-05,Est. 2 - Heap,Inserir Elemento,5.459785461425781e-05,0
100000,1e-05,Est. 2 - Heap,Transposta,4.76837158203125e-07,0
100000,1e-05,Est. 2 - Heap,Soma,0.010700464248657227,0
100000,1e-05,Est. 2 - Heap,Mult Escalar,0.00018262863159179688,0
100000,1e-05,Est. 2 - Heap,Mult Matriz,0.0008027553558349609,0
1000000,1e-08,Est. 1 - Hash,Uso de Memória,0.0,13312
1000000,1e-08,Est. 1 - Hash,Acessar Elemento,1.239776611328125e-05,0
1000000,1e-08,Est. 1 - Hash,Inserir Elemento,1.4066696166992188e-05,0
1000000,1e-08,Est. 1 - Hash,Transposta,2.9325485229492188e-05,0
1000000,1e-08,Est. 1 - Hash,Soma,0.000347137451171875,0
1000000,1e-08,Est. 1 - Hash,Mult Escalar,0.0001468658447265625,0
1000000,1e-08,Est. 1 - Hash,Mult Matriz,7.963180541992188e-05,0
1000000,1e-08,Est. 2 - Heap,Uso de Memória,0.0,6400
1000000,1e-08,Est. 2 - Heap,Acessar Elemento,1.4543533325195312e-05,0
1000000,1e-08,Est. 2 - Heap,Inserir Elemento,3.4332275390625e-05,0
1000000,1e-08,Est. 2 - Heap,Transposta,2.384185791015625e-07,0
1000000,1e-08,Est. 2 - Heap,Soma,0.0009834766387939453,0
1000000,1e-08,Est. 2 - Heap,Mult Escalar,1.1682510375976562e-05,0
1000000,1e-08,Est. 2 - Heap,Mult Matriz,0.000194549560546875,0
1000000,1e-07,Est. 1 - Hash,Uso de Memória,0.0,132268
1000000,1e-07,Est. 1 - Hash,Acessar Elemento,1.6450881958007812e-05,0
1000000,1e-07,Est. 1 - Hash,Inserir Elemento,1.5974044799804688e-05,0
1000000,1e-07,Est. 1 - Hash,Transposta,0.001041412353515625,0
1000000,1e-07,Est. 1 - Hash,Soma,0.003256082534790039,0
1000000,1e-07,Est. 1 - Hash,Mult Escalar,0.0012841224670410156,0
1000000,1e-07,Est. 1 - Hash,Mult Matriz,0.001544952392578125,0
1000000,1e-07,Est. 2 - Heap,Uso de Memória,0.0,63936
1000000,1e-07,Est. 2 - Heap,Acessar Elemento,2.193450927734375e-05,0
1000000,1e-07,Est. 2 - Heap,Inserir Elemento,5.0067901611328125e-05,0
1000000,1e-07,Est. 2 - Heap,Transposta,4.76837158203125e-07,0
1000000,1e-07,Est. 2 - Heap,Soma,0.010945796966552734,0
1000000,1e-07,Est. 2 - Heap,Mult Escalar,0.00010347366333007812,0
1000000,1e-07,Est. 2 - Heap,Mult Matriz,0.0010311603546142578,0
1000000,1e-06,Est. 1 - Hash,Uso de Memória,0.0,1346032
1000000,1e-06,Est. 1 - Hash,Acessar Elemento,1.4543533325195312e-05,0
1000000,1e-06,Est. 1 - Hash,Inserir Elemento,1.4781951904296875e-05,0
1000000,1e-06,Est. 1 - Hash,Transposta,0.005067348480224609,0
1000000,1e-06,Est. 1 - Hash,Soma,0.05476999282836914,0
1000000,1e-06,Est. 1 - Hash,Mult Escalar,0.02359914779663086,0
1000000,1e-06,Est. 1 - Hash,Mult Matriz,0.023087739944458008,0
1000000,1e-06,Est. 2 - Heap,Uso de Memória,0.0,640000
1000000,1e-06,Est. 2 - Heap,Acessar Elemento,5.245208740234375e-05,0
1000000,1e-06,Est. 2 - Heap,Inserir Elemento,7.987022399902344e-05,0
1000000,1e-06,Est. 2 - Heap,Transposta,4.76837158203125e-07,0
1000000,1e-06,Est. 2 - Heap,Soma,0.14101004600524902,0
1000000,1e-06,Est. 2 - Heap,Mult Escalar,0.0014569759368896484,0
1000000,1e-06,Est. 2 - Heap,Mult Matriz,0.013799905776977539,0
